scientific_name,birdnet_id,common_name_fr,common_name_en,is_bird,peak_share,mean_share,status,weekly
Metrioptera brachyptera,BN08815,Decticelle des bruyères,Bog Bush-cricket,0,0.412,0.138,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.02 0.02 0.05 0.09 0.15 0.18 0.21 0.22 0.24 0.25 0.26 0.30 0.34 0.37 0.38 0.40 0.41 0.41 0.41 0.40 0.40 0.36 0.30 0.23 0.14 0.05 0.02 0.01 0.01 0.00 0.00 0.00 0.00
Ichthyaetus audouinii,BN07066,Goéland d'Audouin,Audouin's Gull,1,0.244,0.138,mixed,0.11 0.11 0.11 0.11 0.11 0.11 0.11 0.12 0.12 0.13 0.13 0.14 0.24 0.22 0.17 0.19 0.17 0.17 0.16 0.15 0.14 0.15 0.14 0.14 0.15 0.15 0.15 0.16 0.16 0.16 0.16 0.16 0.15 0.15 0.14 0.14 0.13 0.12 0.12 0.12 0.12 0.11 0.11 0.11 0.11 0.11 0.11 0.11
Chorthippus vagans,BN03014,Criquet des Pins,Heath Grasshopper,0,0.466,0.136,mixed,0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.03 0.06 0.08 0.12 0.15 0.20 0.25 0.31 0.36 0.42 0.45 0.47 0.46 0.46 0.45 0.44 0.40 0.34 0.28 0.23 0.17 0.12 0.08 0.05 0.03 0.03 0.02 0.02 0.01
Hydrobates leucorhous,BN06754,Océanite cul-blanc,Leach's Storm Petrel,1,0.27,0.136,mixed,0.09 0.08 0.07 0.06 0.06 0.05 0.04 0.05 0.06 0.06 0.06 0.09 0.10 0.11 0.14 0.12 0.12 0.12 0.12 0.11 0.11 0.11 0.11 0.12 0.12 0.12 0.13 0.14 0.15 0.19 0.21 0.26 0.26 0.27 0.23 0.22 0.24 0.22 0.21 0.21 0.20 0.18 0.18 0.16 0.13 0.13 0.11 0.09
Decticus albifrons,BN04359,Dectique à front blanc,White-faced Bush-cricket,0,0.382,0.135,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.04 0.05 0.07 0.11 0.14 0.16 0.19 0.21 0.23 0.25 0.27 0.29 0.31 0.34 0.37 0.38 0.38 0.37 0.36 0.35 0.32 0.29 0.26 0.23 0.18 0.13 0.09 0.04 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.00
Bicolorana bicolor,BN01679,Decticelle bicolore,Bicolour Meadow Bush-cricket,0,0.438,0.134,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.03 0.05 0.07 0.10 0.13 0.18 0.23 0.32 0.39 0.41 0.43 0.43 0.44 0.44 0.43 0.43 0.41 0.39 0.37 0.33 0.24 0.13 0.04 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Pelodytes punctatus,BN10837,Pélodyte ponctué,Common Parsley Frog,0,0.337,0.134,mixed,0.09 0.09 0.09 0.10 0.11 0.13 0.16 0.21 0.25 0.28 0.31 0.33 0.34 0.33 0.30 0.26 0.23 0.20 0.17 0.14 0.13 0.12 0.12 0.10 0.10 0.09 0.08 0.07 0.06 0.05 0.05 0.06 0.05 0.05 0.06 0.07 0.08 0.10 0.10 0.10 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.09
Clamator glandarius,BN03322,Coucou geai,Great Spotted Cuckoo,1,0.305,0.133,mixed,0.07 0.08 0.08 0.09 0.10 0.11 0.13 0.14 0.16 0.19 0.22 0.27 0.30 0.31 0.31 0.31 0.30 0.29 0.27 0.25 0.24 0.23 0.21 0.18 0.16 0.14 0.13 0.13 0.12 0.11 0.10 0.09 0.08 0.06 0.05 0.03 0.02 0.01 0.01 0.01 0.02 0.02 0.03 0.04 0.04 0.05 0.05 0.06
Crex crex,BN03887,Râle des genêts,Corn Crake,1,0.533,0.132,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.03 0.05 0.10 0.23 0.38 0.45 0.51 0.53 0.50 0.46 0.42 0.39 0.36 0.33 0.29 0.22 0.15 0.13 0.12 0.12 0.11 0.10 0.09 0.07 0.05 0.04 0.03 0.02 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.00
Euchorthippus declivus,BN05315,Criquet du brome,Common Straw Grasshopper,0,0.464,0.13,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.03 0.06 0.13 0.23 0.30 0.37 0.42 0.45 0.46 0.46 0.46 0.45 0.43 0.39 0.37 0.34 0.31 0.25 0.18 0.09 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Barbitistes serricauda,BN01593,Barbitiste des bois,Common Saw Bush-cricket,0,0.345,0.13,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.05 0.12 0.16 0.18 0.22 0.24 0.25 0.26 0.28 0.30 0.31 0.33 0.34 0.35 0.35 0.35 0.33 0.32 0.29 0.27 0.25 0.22 0.18 0.13 0.08 0.04 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Estrilda astrild,BN05294,Astrild ondulé,Common Waxbill,1,0.148,0.13,resident,0.13 0.13 0.12 0.12 0.12 0.13 0.13 0.12 0.12 0.13 0.12 0.12 0.12 0.12 0.12 0.12 0.13 0.13 0.12 0.12 0.12 0.12 0.13 0.13 0.13 0.13 0.13 0.14 0.15 0.15 0.15 0.14 0.15 0.14 0.14 0.13 0.12 0.11 0.12 0.12 0.14 0.14 0.15 0.15 0.14 0.13 0.13 0.13
Curruca conspicillata,BN04074,Fauvette à lunettes,Spectacled Warbler,1,0.21,0.128,summer,0.03 0.03 0.03 0.03 0.05 0.05 0.06 0.08 0.11 0.13 0.14 0.16 0.17 0.18 0.18 0.19 0.19 0.20 0.21 0.21 0.20 0.19 0.19 0.18 0.18 0.17 0.17 0.17 0.17 0.17 0.17 0.16 0.16 0.15 0.15 0.15 0.15 0.14 0.14 0.12 0.10 0.07 0.06 0.05 0.04 0.03 0.03 0.03
Gryllus bimaculatus,BN06221,Grillon provençal,Southern Field Cricket,0,0.354,0.127,mixed,0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.05 0.06 0.09 0.10 0.10 0.11 0.12 0.12 0.12 0.12 0.11 0.11 0.11 0.11 0.11 0.12 0.13 0.15 0.18 0.21 0.25 0.27 0.29 0.33 0.35 0.35 0.34 0.30 0.24 0.19 0.15 0.12 0.08 0.06 0.04 0.04 0.04 0.03 0.03
Larus delawarensis,BN07546,Goéland à bec cerclé,Ring-billed Gull,1,0.244,0.127,winter,0.23 0.23 0.23 0.23 0.23 0.22 0.22 0.22 0.21 0.21 0.18 0.16 0.12 0.10 0.09 0.07 0.05 0.04 0.03 0.02 0.02 0.01 0.01 0.01 0.01 0.01 0.02 0.02 0.03 0.03 0.04 0.05 0.06 0.07 0.08 0.09 0.12 0.13 0.16 0.19 0.21 0.22 0.23 0.24 0.24 0.24 0.24 0.23
Ardenna gravis,BN01206,Puffin majeur,Great Shearwater,1,0.3,0.125,summer,0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.03 0.03 0.04 0.08 0.10 0.09 0.10 0.11 0.12 0.16 0.13 0.18 0.20 0.23 0.22 0.23 0.24 0.27 0.28 0.29 0.29 0.29 0.28 0.30 0.30 0.30 0.28 0.21 0.19 0.17 0.09 0.06 0.04 0.03 0.02
Oenanthe hispanica,BN10084,Traquet oreillard,Western Black-eared Wheatear,1,0.257,0.122,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.05 0.10 0.13 0.18 0.21 0.23 0.24 0.25 0.26 0.26 0.26 0.24 0.23 0.22 0.22 0.22 0.21 0.21 0.20 0.20 0.19 0.19 0.19 0.19 0.17 0.16 0.15 0.13 0.12 0.10 0.08 0.04 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Saxicola torquatus,BN13565,Tarier d'Afrique,African Stonechat,1,0.241,0.12,summer,0.03 0.03 0.03 0.04 0.04 0.05 0.06 0.09 0.12 0.14 0.18 0.21 0.23 0.24 0.24 0.24 0.23 0.23 0.23 0.24 0.22 0.22 0.21 0.21 0.20 0.18 0.16 0.15 0.13 0.12 0.12 0.11 0.11 0.11 0.11 0.10 0.08 0.06 0.05 0.04 0.03 0.02 0.02 0.02 0.02 0.03 0.03 0.03
Alle alle,BN00421,Mergule nain,Little Auk,1,0.267,0.12,winter,0.23 0.23 0.22 0.21 0.21 0.20 0.20 0.21 0.20 0.19 0.18 0.16 0.16 0.14 0.12 0.06 0.04 0.02 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.05 0.07 0.09 0.12 0.19 0.24 0.25 0.26 0.27 0.24 0.24 0.24 0.23 0.23
Acrocephalus melanopogon,BN00085,Lusciniole à moustaches,Moustached Warbler,1,0.205,0.12,mixed,0.14 0.13 0.13 0.13 0.12 0.12 0.12 0.13 0.14 0.16 0.18 0.19 0.20 0.20 0.19 0.19 0.17 0.14 0.11 0.08 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.07 0.08 0.09 0.11 0.15 0.16 0.16 0.17 0.17 0.16 0.16 0.15 0.15 0.14 0.14 0.14
Chroicocephalus genei,BN03023,Goéland railleur,Slender-billed Gull,1,0.135,0.118,resident,0.12 0.12 0.12 0.12 0.12 0.12 0.12 0.12 0.12 0.12 0.13 0.12 0.13 0.13 0.13 0.13 0.13 0.13 0.12 0.11 0.11 0.11 0.11 0.10 0.10 0.10 0.11 0.11 0.11 0.11 0.12 0.12 0.13 0.12 0.12 0.11 0.11 0.11 0.11 0.11 0.11 0.12 0.12 0.12 0.12 0.12 0.12 0.12
Acheta domesticus,BN00045,Grillon domestique,House Cricket,0,0.291,0.116,summer,0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.03 0.04 0.04 0.04 0.04 0.05 0.07 0.09 0.11 0.11 0.11 0.11 0.11 0.13 0.13 0.14 0.16 0.19 0.23 0.26 0.27 0.28 0.28 0.29 0.29 0.28 0.25 0.17 0.14 0.12 0.11 0.09 0.08 0.08 0.06 0.06 0.05 0.05 0.05
Calonectris borealis,BN02219,Puffin cendré,Cory's Shearwater,1,0.29,0.115,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.04 0.05 0.07 0.11 0.11 0.17 0.19 0.17 0.14 0.14 0.13 0.14 0.15 0.17 0.20 0.24 0.23 0.24 0.26 0.28 0.29 0.29 0.29 0.25 0.24 0.19 0.19 0.15 0.13 0.09 0.06 0.05 0.02 0.00 0.00 0.00 0.00
Anser erythropus,BN00826,Oie naine,Lesser White-fronted Goose,1,0.236,0.112,winter,0.22 0.23 0.24 0.23 0.23 0.23 0.22 0.20 0.19 0.17 0.14 0.11 0.09 0.08 0.06 0.05 0.05 0.04 0.03 0.03 0.03 0.03 0.03 0.02 0.02 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.04 0.05 0.06 0.07 0.10 0.14 0.18 0.20 0.22 0.22 0.23 0.22 0.22 0.22
Puffinus yelkouan,BN12808,Puffin yelkouan,Mediterranean Shearwater,1,0.129,0.111,resident,0.11 0.11 0.11 0.12 0.11 0.11 0.11 0.11 0.11 0.11 0.11 0.11 0.12 0.12 0.12 0.12 0.13 0.13 0.12 0.11 0.11 0.12 0.12 0.12 0.12 0.12 0.12 0.11 0.11 0.11 0.11 0.11 0.11 0.11 0.11 0.10 0.10 0.10 0.10 0.10 0.10 0.11 0.11 0.11 0.11 0.11 0.11 0.11
Tringa stagnatilis,BN15271,Chevalier stagnatile,Marsh Sandpiper,1,0.293,0.11,mixed,0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.07 0.09 0.10 0.15 0.22 0.26 0.29 0.29 0.28 0.24 0.20 0.16 0.13 0.11 0.11 0.10 0.10 0.11 0.13 0.15 0.19 0.21 0.21 0.20 0.16 0.13 0.11 0.08 0.06 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.03 0.03 0.02 0.03
Porphyrio porphyrio,BN12045,Talève sultane,Purple Swamphen,1,0.129,0.108,resident,0.13 0.13 0.12 0.12 0.12 0.12 0.12 0.12 0.11 0.12 0.12 0.11 0.10 0.10 0.11 0.11 0.11 0.12 0.12 0.11 0.11 0.11 0.11 0.11 0.11 0.10 0.10 0.10 0.10 0.10 0.10 0.09 0.09 0.08 0.08 0.08 0.08 0.09 0.09 0.10 0.11 0.11 0.11 0.12 0.12 0.12 0.12 0.13
Oenanthe leucura,BN10087,Traquet rieur,Black Wheatear,1,0.122,0.107,resident,0.12 0.11 0.11 0.12 0.12 0.12 0.12 0.12 0.12 0.12 0.12 0.12 0.11 0.11 0.11 0.11 0.11 0.11 0.11 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.11 0.11 0.11 0.11 0.11
Falco eleonorae,BN05542,Faucon d'Éléonore,Eleonora's Falcon,1,0.226,0.106,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.03 0.07 0.09 0.12 0.14 0.18 0.20 0.22 0.22 0.22 0.22 0.22 0.23 0.22 0.22 0.22 0.22 0.22 0.22 0.22 0.22 0.21 0.20 0.19 0.16 0.14 0.11 0.09 0.06 0.02 0.01 0.00 0.00 0.00 0.00 0.00
Pelophylax lessonae,BN10848,Grenouille de Lessona,Pool Frog,0,0.224,0.105,summer,0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.03 0.04 0.05 0.07 0.13 0.20 0.22 0.22 0.22 0.22 0.21 0.21 0.20 0.20 0.20 0.20 0.18 0.18 0.17 0.16 0.16 0.16 0.16 0.16 0.16 0.16 0.15 0.14 0.13 0.09 0.07 0.04 0.03 0.03 0.01 0.01 0.01 0.00 0.00 0.00 0.00
Cicada orni,BN03084,Cigale grise,Ash Cicada,0,0.423,0.102,summer,0.01 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.03 0.07 0.14 0.18 0.25 0.30 0.34 0.39 0.42 0.42 0.42 0.39 0.34 0.29 0.23 0.17 0.13 0.11 0.05 0.03 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01
Calidris melanotos,BN02152,Bécasseau à poitrine cendrée,Pectoral Sandpiper,1,0.354,0.102,passage,0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.05 0.05 0.06 0.07 0.07 0.07 0.07 0.08 0.07 0.07 0.07 0.06 0.05 0.05 0.05 0.06 0.07 0.07 0.09 0.11 0.14 0.19 0.29 0.33 0.35 0.34 0.33 0.30 0.26 0.18 0.14 0.10 0.08 0.07 0.05 0.04 0.03 0.03 0.03
Mareca americana,BN08400,Canard d'Amérique,American Wigeon,1,0.202,0.1,winter,0.18 0.20 0.20 0.19 0.17 0.16 0.15 0.14 0.13 0.12 0.12 0.10 0.09 0.08 0.07 0.07 0.06 0.06 0.05 0.05 0.04 0.03 0.03 0.03 0.02 0.02 0.03 0.03 0.03 0.04 0.04 0.05 0.07 0.08 0.08 0.08 0.09 0.10 0.11 0.12 0.13 0.15 0.16 0.17 0.17 0.18 0.18 0.18
Stercorarius longicaudus,BN14264,Labbe à longue queue,Long-tailed Jaeger,1,0.321,0.1,mixed,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.03 0.07 0.14 0.10 0.15 0.14 0.09 0.09 0.07 0.07 0.07 0.06 0.07 0.09 0.12 0.18 0.23 0.26 0.29 0.31 0.31 0.32 0.29 0.27 0.25 0.24 0.19 0.17 0.10 0.04 0.01 0.00 0.00 0.00 0.00 0.00
Curruca hortensis,BN04079,Fauvette orphée,Western Orphean Warbler,1,0.264,0.099,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.05 0.10 0.13 0.16 0.18 0.21 0.25 0.26 0.26 0.25 0.24 0.23 0.22 0.21 0.19 0.18 0.18 0.17 0.17 0.16 0.16 0.15 0.14 0.13 0.12 0.11 0.09 0.05 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Picoides tridactylus,BN11456,Pic tridactyle,Eurasian Three-toed Woodpecker,1,0.104,0.094,resident,0.09 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.09 0.09 0.08 0.09 0.09 0.09 0.09 0.09 0.09 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09
Leiothrix lutea,BN07615,Léiothrix jaune,Red-billed Leiothrix,1,0.146,0.094,mixed,0.13 0.13 0.13 0.12 0.12 0.11 0.10 0.10 0.10 0.09 0.08 0.07 0.08 0.08 0.08 0.07 0.08 0.08 0.09 0.09 0.08 0.08 0.08 0.07 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.06 0.07 0.08 0.08 0.09 0.09 0.10 0.11 0.13 0.14 0.15 0.15 0.15 0.14 0.13 0.13
Phalaropus lobatus,BN11065,Phalarope à bec étroit,Red-necked Phalarope,1,0.301,0.092,mixed,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.08 0.12 0.18 0.16 0.22 0.16 0.12 0.12 0.11 0.10 0.10 0.10 0.10 0.11 0.12 0.13 0.15 0.18 0.21 0.30 0.27 0.25 0.24 0.22 0.18 0.13 0.11 0.06 0.03 0.01 0.01 0.00 0.00 0.00 0.00 0.00
Mareca sibilatrix,BN08404,Canard de Chiloé,Chiloe Wigeon,1,0.197,0.09,mixed,0.19 0.20 0.19 0.18 0.17 0.15 0.13 0.10 0.09 0.08 0.07 0.07 0.07 0.07 0.07 0.07 0.06 0.05 0.05 0.05 0.04 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.05 0.06 0.06 0.06 0.06 0.06 0.07 0.06 0.06 0.06 0.07 0.06 0.07 0.08 0.10 0.12 0.14 0.16 0.17 0.19
Numida meleagris,BN09890,Pintade de Numidie,Helmeted Guineafowl,1,0.141,0.09,mixed,0.06 0.05 0.05 0.06 0.06 0.06 0.06 0.07 0.07 0.08 0.08 0.10 0.11 0.11 0.12 0.11 0.11 0.12 0.12 0.13 0.14 0.14 0.14 0.14 0.13 0.13 0.13 0.13 0.12 0.11 0.11 0.10 0.09 0.08 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06
Branta hutchinsii,BN01899,Bernache de Hutchins,Cackling Goose,1,0.203,0.086,winter,0.19 0.20 0.20 0.19 0.18 0.17 0.15 0.13 0.11 0.10 0.09 0.08 0.07 0.06 0.04 0.04 0.03 0.03 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.03 0.03 0.04 0.05 0.06 0.08 0.10 0.13 0.15 0.17 0.19 0.19 0.19 0.19 0.19
Chorthippus mollis,BN03010,Criquet des pelouses,Lesser Grasshopper,0,0.341,0.084,mixed,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.02 0.02 0.03 0.04 0.05 0.08 0.10 0.12 0.14 0.18 0.22 0.29 0.32 0.33 0.34 0.34 0.32 0.29 0.24 0.20 0.13 0.07 0.04 0.03 0.02 0.01 0.01 0.01 0.01 0.00
Melopsittacus undulatus,BN08713,Perruche ondulée,Budgerigar,1,0.156,0.084,mixed,0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.07 0.06 0.07 0.07 0.08 0.08 0.09 0.09 0.10 0.10 0.11 0.12 0.12 0.13 0.13 0.14 0.16 0.14 0.12 0.11 0.10 0.10 0.09 0.08 0.08 0.07
Nymphicus hollandicus,BN09956,Calopsitte élégante,Cockatiel,1,0.116,0.084,resident,0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.07 0.08 0.07 0.08 0.08 0.08 0.09 0.09 0.10 0.10 0.10 0.10 0.11 0.11 0.11 0.11 0.12 0.12 0.11 0.11 0.11 0.11 0.10 0.10 0.09 0.09 0.09 0.08 0.08 0.08 0.08 0.08 0.07 0.07 0.07 0.07
Ficedula albicollis,BN05589,Gobemouche à collier,Collared Flycatcher,1,0.435,0.083,mixed,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.09 0.25 0.37 0.42 0.43 0.42 0.35 0.26 0.18 0.15 0.12 0.09 0.07 0.07 0.07 0.08 0.09 0.09 0.10 0.10 0.08 0.04 0.03 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Rana arvalis,BN13028,Grenouille des champs,Moor Frog,0,0.176,0.082,mixed,0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.07 0.09 0.12 0.16 0.18 0.17 0.16 0.15 0.15 0.13 0.13 0.12 0.10 0.08 0.08 0.08 0.07 0.07 0.07 0.08 0.09 0.09 0.09 0.10 0.10 0.11 0.10 0.11 0.10 0.09 0.08 0.07 0.05 0.04 0.04 0.03 0.03 0.03 0.03 0.03
Carpodacus erythrinus,BN02447,Roselin cramoisi,Common Rosefinch,1,0.263,0.082,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.02 0.02 0.03 0.03 0.04 0.06 0.13 0.21 0.23 0.25 0.26 0.26 0.25 0.24 0.22 0.20 0.20 0.19 0.17 0.14 0.11 0.09 0.08 0.08 0.07 0.07 0.05 0.05 0.05 0.04 0.03 0.02 0.01 0.01 0.01 0.01 0.00 0.00 0.00
Tetrao urogallus,BN14840,Grand Tétras,Western Capercaillie,1,0.107,0.082,resident,0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.08 0.09 0.10 0.10 0.11 0.11 0.11 0.10 0.10 0.09 0.08 0.08 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.08 0.10 0.10 0.10 0.10 0.10 0.09 0.08 0.08 0.08 0.08 0.07
Anas bahamensis,BN00695,Canard des Bahamas,White-cheeked Pintail,1,0.155,0.081,mixed,0.14 0.15 0.15 0.15 0.14 0.13 0.11 0.08 0.07 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.05 0.06 0.06 0.06 0.07 0.09 0.13 0.15 0.15 0.13 0.09 0.07 0.07 0.06 0.06 0.07 0.08 0.08 0.09 0.11 0.12 0.13
Marmota marmota,BN08420,Marmotte des Alpes,Alpine Marmot,0,0.152,0.08,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.02 0.05 0.06 0.08 0.09 0.09 0.10 0.12 0.13 0.13 0.15 0.15 0.15 0.15 0.15 0.15 0.14 0.15 0.15 0.14 0.14 0.15 0.15 0.15 0.14 0.13 0.12 0.11 0.10 0.08 0.07 0.06 0.04 0.02 0.01 0.00 0.00 0.00 0.00 0.00
Pterocles orientalis,BN12563,Ganga unibande,Black-bellied Sandgrouse,1,0.082,0.078,resident,0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.07 0.07 0.07 0.08
Chorthippus apricarius,BN02999,Criquet des adrets,Locomotive Grasshopper,0,0.295,0.076,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.03 0.07 0.10 0.12 0.17 0.20 0.23 0.26 0.28 0.29 0.30 0.27 0.25 0.24 0.22 0.21 0.17 0.12 0.06 0.03 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Tringa flavipes,BN15262,Petit Chevalier,Lesser Yellowlegs,1,0.143,0.076,mixed,0.02 0.02 0.02 0.02 0.02 0.03 0.03 0.04 0.06 0.07 0.10 0.11 0.12 0.12 0.11 0.11 0.09 0.08 0.08 0.07 0.06 0.06 0.06 0.06 0.06 0.07 0.07 0.09 0.10 0.11 0.12 0.13 0.14 0.14 0.14 0.14 0.13 0.12 0.11 0.10 0.07 0.05 0.04 0.03 0.02 0.02 0.02 0.02
Sterna dougallii,BN14271,Sterne de Dougall,Roseate Tern,1,0.163,0.076,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.05 0.09 0.12 0.15 0.15 0.16 0.16 0.16 0.16 0.15 0.15 0.14 0.14 0.14 0.14 0.14 0.15 0.15 0.15 0.15 0.15 0.15 0.14 0.12 0.10 0.08 0.06 0.03 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Dendrocopos leucotos,BN04404,Pic à dos blanc,White-backed Woodpecker,1,0.114,0.074,resident,0.10 0.10 0.10 0.10 0.09 0.09 0.08 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.04 0.04 0.05 0.06 0.07 0.07 0.09 0.11 0.11 0.11 0.11 0.11 0.10 0.10
Polyphylla fullo,BN11959,Hanneton du pin,Pine Chafer,0,0.406,0.073,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.03 0.07 0.11 0.18 0.23 0.31 0.38 0.40 0.41 0.37 0.31 0.23 0.16 0.11 0.07 0.04 0.03 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Ficedula parva,BN05608,Gobemouche nain,Red-breasted Flycatcher,1,0.243,0.071,mixed,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.02 0.04 0.06 0.10 0.15 0.23 0.24 0.21 0.17 0.11 0.08 0.06 0.05 0.04 0.04 0.04 0.04 0.05 0.07 0.09 0.13 0.16 0.17 0.20 0.20 0.20 0.18 0.14 0.06 0.02 0.01 0.01 0.00 0.00 0.00 0.00 0.00
Glareola pratincola,BN06033,Glaréole à collier,Collared Pratincole,1,0.213,0.068,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.03 0.08 0.10 0.14 0.18 0.21 0.21 0.19 0.18 0.16 0.14 0.14 0.13 0.13 0.13 0.13 0.13 0.13 0.13 0.13 0.12 0.09 0.07 0.06 0.03 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
